invid,invhyas,invname,eigentuemer,messnetz_klartext,zcoordb,invmbeg,invzbeg,invzend,xcoord,ycoord,link,lon,lat
BL201A0213FIL001,8901,8901,Berliner Wasserbetriebe,-,32.9,34.45,4.6,6.6,406850.12,5807190.69,mailto:grundwasserstand-info@bwb.de,406850.12,5807190.69
BL201A0213FIL002,8902,8902,Berliner Wasserbetriebe,-,32.9,34.34,14.8,16.8,406850.12,5807190.69,mailto:grundwasserstand-info@bwb.de,406850.12,5807190.69
BL201A0214FIL001,8898,8898,Berliner Wasserbetriebe,-,32.5,32.91,3.0,5.0,406649.34,5807569.46,mailto:grundwasserstand-info@bwb.de,406649.34,5807569.46
BL201A0215FIL001,8899,8899,Berliner Wasserbetriebe,-,32.4,33.21,3.0,5.0,406766.47,5807366.26,mailto:grundwasserstand-info@bwb.de,406766.47,5807366.26
BL201A0215FIL002,8900,8900,Berliner Wasserbetriebe,-,32.4,33.18,8.0,10.0,406766.47,5807366.26,mailto:grundwasserstand-info@bwb.de,406766.47,5807366.26
BL201A0222FIL001,9501,9501,Berliner Wasserbetriebe,-,50.1,50.58,0.0,0.01,407261.63,5807851.79,mailto:grundwasserstand-info@bwb.de,407261.63,5807851.79
BL201A0223FIL001,9502,9502,Berliner Wasserbetriebe,-,37.2,37.76,0.0,0.01,406901.86,5807861.63,mailto:grundwasserstand-info@bwb.de,406901.86,5807861.63
BL201A0224FIL001,9504,9504,Berliner Wasserbetriebe,-,41.6,42.73,9.77,10.77,407074.73,5807803.35,mailto:grundwasserstand-info@bwb.de,407074.73,5807803.35
BL201A0225FIL001,9505,9505,Berliner Wasserbetriebe,-,41.6,42.21,10.4,11.4,407245.68,5807696.12,mailto:grundwasserstand-info@bwb.de,407245.68,5807696.12
BL201A0233FIL001,9511,9511,Berliner Wasserbetriebe,-,38.8,39.22,0.0,0.01,407060.84,5807703.63,mailto:grundwasserstand-info@bwb.de,407060.84,5807703.63
BL201A0242FIL001,9518,9518,Berliner Wasserbetriebe,-,35.13,35.66,0.0,0.01,406802.51,5807421.57,mailto:grundwasserstand-info@bwb.de,406802.51,5807421.57
BL201A0243FIL001,9519,9519,Berliner Wasserbetriebe,-,35.8,36.33,9.17,10.17,406854.29,5807673.55,mailto:grundwasserstand-info@bwb.de,406854.29,5807673.55
BL201A0244FIL001,9520,9520,Berliner Wasserbetriebe,-,37.86,38.37,0.0,0.01,406992.3,5807621.94,mailto:grundwasserstand-info@bwb.de,406992.3,5807621.94
BL201A0248FIL001,15007,15007,Berliner Wasserbetriebe,-,35.02,35.81,9.6,11.6,407469.49,5807213.92,mailto:grundwasserstand-info@bwb.de,407469.49,5807213.92
BL201A0252FIL001,9528,9528,Berliner Wasserbetriebe,-,33.36,33.95,0.0,0.01,407361.6,5806482.06,mailto:grundwasserstand-info@bwb.de,407361.6,5806482.06
BL201A0253FIL001,9529,9529,Berliner Wasserbetriebe,-,35.8,36.52,7.98,8.98,407966.51,5807007.51,mailto:grundwasserstand-info@bwb.de,407966.51,5807007.51
BL201A0254FIL001,9530,9530,Berliner Wasserbetriebe,-,45.45,45.37,19.07,20.07,408241.6,5807751.19,mailto:grundwasserstand-info@bwb.de,408241.6,5807751.19
BL201A0257FIL001,9537,9537,Berliner Wasserbetriebe,-,33.28,33.64,0.0,0.01,406772.25,5807302.16,mailto:grundwasserstand-info@bwb.de,406772.25,5807302.16
BL201A0259FIL001,9540,9540,Berliner Wasserbetriebe,-,35.12,35.57,0.0,0.01,408321.65,5805911.89,mailto:grundwasserstand-info@bwb.de,408321.65,5805911.89
BL201A0264FIL001,10147,10147,Land Berlin,-,35.55,36.49,4.0,9.0,409174.99,5807988.43,,409174.99,5807988.43
BL201A0265FIL001,10148,10148,Land Berlin,-,35.48,36.51,2.5,7.5,409022.21,5808104.31,,409022.21,5808104.31
BL201A0266FIL001,10149,10149,Land Berlin,-,35.61,36.55,2.5,7.5,409042.38,5808007.94,,409042.38,5808007.94
BL201A0267FIL001,10150,10150,Land Berlin,-,35.85,36.59,2.5,7.5,409022.85,5807927.32,,409022.85,5807927.32
BL201A0268FIL001,10151,10151,Land Berlin,-,35.77,36.45,13.5,18.5,409013.93,5807931.49,,409013.93,5807931.49
BL201A0269FIL001,10152,10152,Land Berlin,-,35.92,36.78,2.5,7.5,408975.8,5807924.22,,408975.8,5807924.22
BL201A0270FIL001,10153,10153,Land Berlin,-,35.6,36.36,2.5,7.5,408914.57,5808122.36,,408914.57,5808122.36
BL201A0271FIL001,10154,10154,Land Berlin,-,35.6,36.33,14.5,19.5,408915.55,5808121.34,,408915.55,5808121.34
BL201A0272FIL001,5756,5756,Berliner Wasserbetriebe,-,35.6,36.44,17.4,19.4,407073.76,5806804.49,mailto:grundwasserstand-info@bwb.de,407073.76,5806804.49
BL201A0272FIL002,5757,5757,Berliner Wasserbetriebe,-,35.6,36.33,45.9,49.9,407073.76,5806804.49,mailto:grundwasserstand-info@bwb.de,407073.76,5806804.49
BL201A0272FIL003,5758,5758,Berliner Wasserbetriebe,-,35.6,36.12,82.9,84.9,407073.76,5806804.49,mailto:grundwasserstand-info@bwb.de,407073.76,5806804.49
BL201A0272FIL004,5759,5759,Berliner Wasserbetriebe,-,35.6,35.86,111.9,115.9,407073.76,5806804.49,mailto:grundwasserstand-info@bwb.de,407073.76,5806804.49
BL201A0272FIL005,5760,5760,Berliner Wasserbetriebe,-,35.6,35.75,153.9,157.9,407073.76,5806804.49,mailto:grundwasserstand-info@bwb.de,407073.76,5806804.49
BL201A0275FIL001,5507,5507,Berliner Wasserbetriebe,-,35.2,35.79,8.13,12.13,409304.14,5807260.06,mailto:grundwasserstand-info@bwb.de,409304.14,5807260.06
BL201A0275FIL002,5508,5508,Berliner Wasserbetriebe,-,35.2,35.79,60.13,66.13,409304.14,5807260.06,mailto:grundwasserstand-info@bwb.de,409304.14,5807260.06
BL201A0275FIL003,5509,5509,Berliner Wasserbetriebe,-,35.2,35.68,103.14,109.14,409304.14,5807260.06,mailto:grundwasserstand-info@bwb.de,409304.14,5807260.06
BL201A0279FIL001,5764,5764,Berliner Wasserbetriebe,-,35.1,35.73,153.0,157.0,407920.98,5806242.46,mailto:grundwasserstand-info@bwb.de,407920.98,5806242.46
BL201A0280FIL001,5763,5763,Berliner Wasserbetriebe,-,35.1,35.76,122.0,126.0,407920.98,5806242.46,mailto:grundwasserstand-info@bwb.de,407920.98,5806242.46
BL201A0281FIL001,5762,5762,Berliner Wasserbetriebe,-,35.1,35.86,83.0,87.0,407920.98,5806242.46,mailto:grundwasserstand-info@bwb.de,407920.98,5806242.46
BL201A0282FIL001,5761,5761,Berliner Wasserbetriebe,-,35.1,36.01,60.0,64.0,407920.98,5806242.46,mailto:grundwasserstand-info@bwb.de,407920.98,5806242.46
BL201A0293FIL001,29901,29901,Berliner Wasserbetriebe,-,36.94,37.78,22.8,25.8,408311.0,5806404.04,mailto:grundwasserstand-info@bwb.de,408311.0,5806404.04
BL201A0591FIL001,17908,TFMMP1,Land Berlin,aktives Messnetz Grundwasserstand,32.12,33.23,-0.11,0.89,407049.0,5808603.0,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=17908,407049.0,5808603.0
BL201B0035FIL001,6721,6721,Berliner Wasserbetriebe,-,37.1,38.16,8.9,10.9,411966.16,5806910.54,mailto:grundwasserstand-info@bwb.de,411966.16,5806910.54
BL201B0035FIL002,6722,6722,Berliner Wasserbetriebe,-,37.1,38.14,18.7,20.7,411966.16,5806910.54,mailto:grundwasserstand-info@bwb.de,411966.16,5806910.54
BL201B0035FIL003,6723,6723,Berliner Wasserbetriebe,-,37.1,38.07,28.0,30.0,411966.16,5806910.54,mailto:grundwasserstand-info@bwb.de,411966.16,5806910.54
BL201B0070FIL001,6705,6705,Berliner Wasserbetriebe,-,35.4,36.11,8.7,10.7,410716.22,5805957.4,mailto:grundwasserstand-info@bwb.de,410716.22,5805957.4
BL201B0070FIL002,6706,6706,Berliner Wasserbetriebe,-,35.4,36.0,39.0,41.0,410716.22,5805957.4,mailto:grundwasserstand-info@bwb.de,410716.22,5805957.4
BL201B0071FIL001,6724,6724,Berliner Wasserbetriebe,-,36.3,37.45,7.7,9.7,411904.42,5806976.7,mailto:grundwasserstand-info@bwb.de,411904.42,5806976.7
BL201B0071FIL002,6725,6725,Berliner Wasserbetriebe,-,36.3,37.41,16.0,18.0,411904.42,5806976.7,mailto:grundwasserstand-info@bwb.de,411904.42,5806976.7
BL201B0071FIL003,6726,6726,Berliner Wasserbetriebe,-,36.3,37.33,23.3,25.3,411904.42,5806976.7,mailto:grundwasserstand-info@bwb.de,411904.42,5806976.7
BL201B0072FIL001,6727,6727,Berliner Wasserbetriebe,-,36.5,37.6,7.0,9.0,411841.29,5807021.89,mailto:grundwasserstand-info@bwb.de,411841.29,5807021.89
BL201B0072FIL002,6728,6728,Berliner Wasserbetriebe,-,36.5,37.5,16.0,18.0,411841.29,5807021.89,mailto:grundwasserstand-info@bwb.de,411841.29,5807021.89
BL201B0072FIL003,6729,6729,Berliner Wasserbetriebe,-,36.5,37.42,25.0,27.0,411841.29,5807021.89,mailto:grundwasserstand-info@bwb.de,411841.29,5807021.89
BL201B0073FIL001,6730,6730,Berliner Wasserbetriebe,-,36.0,37.2,11.5,13.5,411802.03,5807060.63,mailto:grundwasserstand-info@bwb.de,411802.03,5807060.63
BL201B0075FIL001,8290,8290,Berliner Wasserbetriebe,-,35.1,35.78,13.2,17.2,412187.59,5807619.24,mailto:grundwasserstand-info@bwb.de,412187.59,5807619.24
BL201B0077FIL001,8298,8298,Berliner Wasserbetriebe,-,36.6,37.77,24.0,28.0,411324.5,5806502.78,mailto:grundwasserstand-info@bwb.de,411324.5,5806502.78
BL201B0077FIL002,8299,8299,Berliner Wasserbetriebe,-,36.6,37.71,39.1,41.1,411324.5,5806502.78,mailto:grundwasserstand-info@bwb.de,411324.5,5806502.78
BL201B0078FIL001,8284,8284,Berliner Wasserbetriebe,-,35.7,36.38,14.3,16.3,410586.23,5806957.74,mailto:grundwasserstand-info@bwb.de,410586.23,5806957.74
BL201B0078FIL002,8285,8285,Berliner Wasserbetriebe,-,35.7,35.9,46.0,50.0,410586.23,5806957.74,mailto:grundwasserstand-info@bwb.de,410586.23,5806957.74
BL201B0078FIL003,8286,8286,Berliner Wasserbetriebe,-,35.7,35.84,78.5,82.5,410586.23,5806957.74,mailto:grundwasserstand-info@bwb.de,410586.23,5806957.74
BL201B0081FIL001,8668,FRI2203,Berliner Wasserbetriebe,-,32.88,33.69,11.1,13.1,412328.37,5806713.68,mailto:grundwasserstand-info@bwb.de,412328.37,5806713.68
BL201B0082FIL001,8675,FRI2208UP,Berliner Wasserbetriebe,-,35.2,36.02,5.0,7.0,409825.61,5807183.17,mailto:grundwasserstand-info@bwb.de,409825.61,5807183.17
BL201B0082FIL002,8676,8676,Berliner Wasserbetriebe,-,35.2,35.98,12.27,14.27,409825.61,5807183.17,mailto:grundwasserstand-info@bwb.de,409825.61,5807183.17
BL201B0083FIL001,8270,8270,Berliner Wasserbetriebe,-,31.1,32.9,4.8,6.8,411070.01,5806001.68,mailto:grundwasserstand-info@bwb.de,411070.01,5806001.68
BL201B0084FIL001,8271,8271,Berliner Wasserbetriebe,-,30.9,32.87,6.0,8.0,411407.76,5806201.24,mailto:grundwasserstand-info@bwb.de,411407.76,5806201.24
BL201B0085FIL001,8272,8272,Berliner Wasserbetriebe,-,33.4,33.62,7.0,9.0,411699.7,5806410.66,mailto:grundwasserstand-info@bwb.de,411699.7,5806410.66
BL201B0086FIL001,8273,8273,Berliner Wasserbetriebe,-,33.4,33.63,7.0,9.0,411780.3,5806548.11,mailto:grundwasserstand-info@bwb.de,411780.3,5806548.11
BL201B0087FIL001,8274,8274,Berliner Wasserbetriebe,-,33.3,33.37,4.2,6.2,411917.92,5806792.47,mailto:grundwasserstand-info@bwb.de,411917.92,5806792.47
BL201B0088FIL001,8276,8276,Berliner Wasserbetriebe,-,33.3,33.39,6.0,8.0,412198.4,5807293.07,mailto:grundwasserstand-info@bwb.de,412198.4,5807293.07
BL201B0089FIL001,8288,8288,Berliner Wasserbetriebe,-,35.9,36.75,61.0,65.0,411010.79,5807937.55,mailto:grundwasserstand-info@bwb.de,411010.79,5807937.55
BL201B0089FIL002,8287,8287,Berliner Wasserbetriebe,-,35.9,36.76,14.1,18.4,411010.79,5807937.55,mailto:grundwasserstand-info@bwb.de,411010.79,5807937.55
BL201B0089FIL003,8289,8289,Berliner Wasserbetriebe,-,35.9,36.74,98.16,114.16,411010.79,5807937.55,mailto:grundwasserstand-info@bwb.de,411010.79,5807937.55
BL201B0090FIL001,8293,8293,Berliner Wasserbetriebe,-,36.0,36.21,22.8,24.8,411740.62,5806564.87,mailto:grundwasserstand-info@bwb.de,411740.62,5806564.87
BL201B0091FIL001,8294,8294,Berliner Wasserbetriebe,-,33.6,33.93,11.3,13.3,411461.28,5806229.22,mailto:grundwasserstand-info@bwb.de,411461.28,5806229.22
BL201B0091FIL002,8295,8295,Berliner Wasserbetriebe,-,33.6,33.99,34.0,36.0,411461.28,5806229.22,mailto:grundwasserstand-info@bwb.de,411461.28,5806229.22
BL201B0092FIL001,8308,8308,Berliner Wasserbetriebe,-,35.8,36.6,26.0,28.0,411401.54,5807295.21,mailto:grundwasserstand-info@bwb.de,411401.54,5807295.21
BL201B0093FIL001,8327,8327,Berliner Wasserbetriebe,-,36.3,36.38,5.0,7.0,411709.98,5806583.45,mailto:grundwasserstand-info@bwb.de,411709.98,5806583.45
BL201B0094FIL001,8329,8329,Berliner Wasserbetriebe,-,36.3,37.46,5.0,7.0,411989.06,5807116.07,mailto:grundwasserstand-info@bwb.de,411989.06,5807116.07
BL201B0095FIL002,8624,8624,Berliner Wasserbetriebe,-,36.7,37.52,15.2,17.2,412047.22,5807071.98,mailto:grundwasserstand-info@bwb.de,412047.22,5807071.98
BL201B0095FIL003,8625,8625,Berliner Wasserbetriebe,-,36.7,37.45,21.2,23.2,412047.22,5807071.98,mailto:grundwasserstand-info@bwb.de,412047.22,5807071.98
BL201B0095FIL004,8626,8626,Berliner Wasserbetriebe,-,36.7,37.34,28.0,30.0,412047.22,5807071.98,mailto:grundwasserstand-info@bwb.de,412047.22,5807071.98
BL201B0096FIL001,8628,8628,Berliner Wasserbetriebe,-,38.0,38.77,12.8,14.3,412113.58,5807038.72,mailto:grundwasserstand-info@bwb.de,412113.58,5807038.72
BL201B0097FIL001,8629,8629,Berliner Wasserbetriebe,-,36.6,37.37,9.6,11.6,412056.1,5807065.81,mailto:grundwasserstand-info@bwb.de,412056.1,5807065.81
BL201B0097FIL002,8630,8630,Berliner Wasserbetriebe,-,36.6,37.31,19.5,21.5,412056.1,5807065.81,mailto:grundwasserstand-info@bwb.de,412056.1,5807065.81
BL201B0098FIL001,8631,8631,Berliner Wasserbetriebe,-,36.7,37.48,10.0,12.0,412056.17,5807069.81,mailto:grundwasserstand-info@bwb.de,412056.17,5807069.81
BL201B0098FIL002,8632,8632,Berliner Wasserbetriebe,-,36.7,37.44,21.0,23.0,412056.17,5807069.81,mailto:grundwasserstand-info@bwb.de,412056.17,5807069.81
BL201B0103FIL001,8662,8662,Berliner Wasserbetriebe,-,36.3,37.53,11.0,13.0,412005.87,5806842.79,mailto:grundwasserstand-info@bwb.de,412005.87,5806842.79
BL201B0103FIL002,8663,8663,Berliner Wasserbetriebe,-,36.3,37.49,22.5,24.5,412005.87,5806842.79,mailto:grundwasserstand-info@bwb.de,412005.87,5806842.79
BL201B0103FIL003,8664,8664,Berliner Wasserbetriebe,-,36.3,37.43,30.2,32.2,412005.87,5806842.79,mailto:grundwasserstand-info@bwb.de,412005.87,5806842.79
BL201B0104FIL001,8665,8665,Berliner Wasserbetriebe,-,36.7,37.68,11.8,13.8,411820.77,5806520.35,mailto:grundwasserstand-info@bwb.de,411820.77,5806520.35
BL201B0104FIL002,8666,8666,Berliner Wasserbetriebe,-,36.7,37.57,18.8,20.8,411820.77,5806520.35,mailto:grundwasserstand-info@bwb.de,411820.77,5806520.35
BL201B0104FIL003,8667,8667,Berliner Wasserbetriebe,-,36.7,37.51,32.1,34.1,411820.77,5806520.35,mailto:grundwasserstand-info@bwb.de,411820.77,5806520.35
BL201B0105FIL001,8673,FRI2205,Berliner Wasserbetriebe,-,36.0,36.89,10.5,12.5,410461.68,5806559.16,mailto:grundwasserstand-info@bwb.de,410461.68,5806559.16
BL201B0106FIL001,8622,8622,Berliner Wasserbetriebe,-,35.2,36.12,17.7,19.7,412650.42,5807876.41,mailto:grundwasserstand-info@bwb.de,412650.42,5807876.41
BL201B0106FIL002,8623,8623,Berliner Wasserbetriebe,-,35.2,35.97,38.1,40.1,412650.42,5807876.41,mailto:grundwasserstand-info@bwb.de,412650.42,5807876.41
BL201B0107FIL001,8627,8627,Berliner Wasserbetriebe,-,33.4,33.97,2.2,4.2,412096.72,5807046.04,mailto:grundwasserstand-info@bwb.de,412096.72,5807046.04
BL201B0108FIL001,8639,8639,Berliner Wasserbetriebe,-,36.2,37.07,10.1,12.1,412659.7,5807891.23,mailto:grundwasserstand-info@bwb.de,412659.7,5807891.23
BL201B0111FIL001,9725,9725,Berliner Wasserbetriebe,-,36.42,36.8,9.22,10.22,411023.26,5806330.52,mailto:grundwasserstand-info@bwb.de,411023.26,5806330.52
BL201B0113FIL001,8277,8277,Berliner Wasserbetriebe,-,33.1,33.18,5.5,7.5,412335.83,5807527.43,mailto:grundwasserstand-info@bwb.de,412335.83,5807527.43
BL201B0115FIL001,8296,8296,Berliner Wasserbetriebe,-,33.5,33.79,5.0,7.0,411354.05,5806216.25,mailto:grundwasserstand-info@bwb.de,411354.05,5806216.25
BL201B0115FIL002,8297,8297,Berliner Wasserbetriebe,-,33.5,33.74,36.0,38.0,411354.05,5806216.25,mailto:grundwasserstand-info@bwb.de,411354.05,5806216.25
BL201B0117FIL001,8326,8326,Berliner Wasserbetriebe,-,33.5,33.85,20.0,22.0,411402.35,5806232.34,mailto:grundwasserstand-info@bwb.de,411402.35,5806232.34
BL201B0121FIL001,8669,8669,Berliner Wasserbetriebe,-,36.5,37.56,15.0,17.0,411124.52,5806239.61,mailto:grundwasserstand-info@bwb.de,411124.52,5806239.61
BL201B0121FIL002,8670,8670,Berliner Wasserbetriebe,-,36.5,37.46,24.0,26.0,411124.52,5806239.61,mailto:grundwasserstand-info@bwb.de,411124.52,5806239.61
BL201B0121FIL003,8671,8671,Berliner Wasserbetriebe,-,36.5,37.37,32.0,34.0,411124.52,5806239.61,mailto:grundwasserstand-info@bwb.de,411124.52,5806239.61
BL201B0121FIL004,8672,8672,Berliner Wasserbetriebe,-,36.5,37.3,72.5,74.5,411124.52,5806239.61,mailto:grundwasserstand-info@bwb.de,411124.52,5806239.61
BL201B0125FIL001,15097,15097,Berliner Wasserbetriebe,-,36.27,37.06,21.8,24.8,411577.26,5806386.99,mailto:grundwasserstand-info@bwb.de,411577.26,5806386.99
BL201B0126FIL001,15098,15098,Berliner Wasserbetriebe,-,33.9,34.68,19.6,22.6,412800.8,5807731.6,mailto:grundwasserstand-info@bwb.de,412800.8,5807731.6
BL201B0127FIL001,15099,15099,Berliner Wasserbetriebe,-,35.31,36.09,18.0,20.0,412110.72,5807309.74,mailto:grundwasserstand-info@bwb.de,412110.72,5807309.74
BL201B0128FIL001,15154,15154,Land Berlin,aktives Messnetz Grundwasserstand und -güte,36.87,37.86,30.0,32.0,411501.16,5806749.39,,411501.16,5806749.39
BL201B0129FIL001,15155,15155,Land Berlin,aktives Messnetz Grundwasserstand und -güte,36.89,37.64,50.95,52.95,411503.1,5806748.1,,411503.1,5806748.1
BL201B0179FIL002,17906,KRULAMP2,Land Berlin,-,32.31,33.53,-0.09,0.91,411109.0,5808185.0,,411109.0,5808185.0
BL201C0029FIL001,10685,10685,Land Berlin,-,34.74,35.39,2.0,7.0,409391.96,5804934.69,,409391.96,5804934.69
BL201C0030FIL001,10686,10686,Land Berlin,-,34.67,35.36,6.9,11.9,409387.94,5804933.76,,409387.94,5804933.76
BL201C0031FIL001,4498,4498,Land Berlin,-,34.62,35.28,14.0,19.0,409383.92,5804932.84,,409383.92,5804932.84
BL201C0148FIL001,8304,8304,Berliner Wasserbetriebe,-,35.1,35.46,9.2,12.8,408701.37,5804372.87,mailto:grundwasserstand-info@bwb.de,408701.37,5804372.87
BL201C0148FIL002,8305,8305,Berliner Wasserbetriebe,-,35.1,35.46,35.2,39.2,408701.37,5804372.87,mailto:grundwasserstand-info@bwb.de,408701.37,5804372.87
BL201C0149FIL001,8306,8306,Berliner Wasserbetriebe,-,35.3,36.02,36.0,36.6,408502.19,5805362.53,mailto:grundwasserstand-info@bwb.de,408502.19,5805362.53
BL201C0152FIL001,8313,8313,Berliner Wasserbetriebe,-,35.2,35.36,6.0,8.0,408565.68,5805388.32,mailto:grundwasserstand-info@bwb.de,408565.68,5805388.32
BL201C0153FIL001,8314,8314,Berliner Wasserbetriebe,-,35.3,35.88,6.0,8.0,408590.6,5804699.93,mailto:grundwasserstand-info@bwb.de,408590.6,5804699.93
BL201C0154FIL001,8316,8316,Berliner Wasserbetriebe,-,34.9,35.33,4.5,6.5,409627.24,5804951.21,mailto:grundwasserstand-info@bwb.de,409627.24,5804951.21
BL201C0155FIL001,8317,8317,Berliner Wasserbetriebe,-,35.0,35.42,6.0,8.0,409632.14,5804893.13,mailto:grundwasserstand-info@bwb.de,409632.14,5804893.13
BL201C0180FIL001,5980,5980,Berliner Wasserbetriebe,-,35.7,36.4,28.3,32.3,406943.11,5803979.31,mailto:grundwasserstand-info@bwb.de,406943.11,5803979.31
BL201C0180FIL002,5981,5981,Berliner Wasserbetriebe,-,35.7,36.2,68.0,72.0,406943.11,5803979.31,mailto:grundwasserstand-info@bwb.de,406943.11,5803979.31
BL201C0184FIL001,5681,5681,Berliner Wasserbetriebe,-,35.2,36.08,28.0,31.0,408137.6,5805276.47,mailto:grundwasserstand-info@bwb.de,408137.6,5805276.47
BL201C0185FIL001,6736,6736,Berliner Wasserbetriebe,-,34.15,35.0,27.5,29.5,408092.18,5805201.34,mailto:grundwasserstand-info@bwb.de,408092.18,5805201.34
BL201C0185FIL002,6737,6737,Berliner Wasserbetriebe,-,34.15,35.03,55.05,57.05,408092.18,5805201.34,mailto:grundwasserstand-info@bwb.de,408092.18,5805201.34
BL201C0185FIL003,6738,6738,Berliner Wasserbetriebe,-,34.15,34.89,101.75,105.75,408092.18,5805201.34,mailto:grundwasserstand-info@bwb.de,408092.18,5805201.34
BL201C0185FIL004,6739,6739,Berliner Wasserbetriebe,-,34.15,34.72,124.05,128.05,408092.18,5805201.34,mailto:grundwasserstand-info@bwb.de,408092.18,5805201.34
BL201C0185FIL005,6740,6740,Berliner Wasserbetriebe,-,34.15,34.91,142.36,148.36,408092.18,5805201.34,mailto:grundwasserstand-info@bwb.de,408092.18,5805201.34
BL201C0186FIL001,8595,8595,Berliner Wasserbetriebe,-,35.3,36.44,9.0,11.0,408491.28,5804629.83,mailto:grundwasserstand-info@bwb.de,408491.28,5804629.83
BL201C0186FIL002,8596,8596,Berliner Wasserbetriebe,-,35.3,36.26,29.0,31.0,408491.28,5804629.83,mailto:grundwasserstand-info@bwb.de,408491.28,5804629.83
BL201C0187FIL001,8599,8599,Berliner Wasserbetriebe,-,35.6,36.44,25.0,27.0,408632.43,5805797.0,mailto:grundwasserstand-info@bwb.de,408632.43,5805797.0
BL201C0188FIL001,5979,5979,Berliner Wasserbetriebe,-,36.0,36.8,187.0,190.0,406900.86,5804018.11,mailto:grundwasserstand-info@bwb.de,406900.86,5804018.11
BL201C0192FIL001,8280,8280,Berliner Wasserbetriebe,-,35.2,36.03,60.0,70.0,408579.66,5804703.14,mailto:grundwasserstand-info@bwb.de,408579.66,5804703.14
BL201C0193FIL001,8278,8278,Berliner Wasserbetriebe,-,34.1,34.63,12.1,16.1,409632.66,5804868.12,mailto:grundwasserstand-info@bwb.de,409632.66,5804868.12
BL201C0193FIL002,8279,8279,Berliner Wasserbetriebe,-,34.1,34.49,56.1,60.1,409632.66,5804868.12,mailto:grundwasserstand-info@bwb.de,409632.66,5804868.12
BL201C0194FIL001,8697,8697,Berliner Wasserbetriebe,-,35.08,36.1,11.5,13.5,407016.05,5804344.88,mailto:grundwasserstand-info@bwb.de,407016.05,5804344.88
BL201C0196FIL001,8674,8674,Berliner Wasserbetriebe,-,35.1,36.03,12.0,14.0,409319.63,5805338.01,mailto:grundwasserstand-info@bwb.de,409319.63,5805338.01
BL201C0197FIL001,8699,8699,Berliner Wasserbetriebe,-,35.4,36.53,8.0,10.0,407712.52,5804426.64,mailto:grundwasserstand-info@bwb.de,407712.52,5804426.64
BL201C0197FIL002,8700,8700,Berliner Wasserbetriebe,-,35.4,36.44,17.0,19.0,407712.52,5804426.64,mailto:grundwasserstand-info@bwb.de,407712.52,5804426.64
BL201C0197FIL003,8701,8701,Berliner Wasserbetriebe,-,35.4,36.34,29.0,31.0,407712.52,5804426.64,mailto:grundwasserstand-info@bwb.de,407712.52,5804426.64
BL201C0198FIL001,8312,FRI1833,Berliner Wasserbetriebe,-,35.22,36.11,6.5,8.5,408533.37,5805371.94,mailto:grundwasserstand-info@bwb.de,408533.37,5805371.94
BL201C0199FIL001,5700,5700,Berliner Wasserbetriebe,-,32.0,32.81,4.0,6.0,407900.41,5805843.9,mailto:grundwasserstand-info@bwb.de,407900.41,5805843.9
BL201C0210FIL001,5976,5976,Berliner Wasserbetriebe,-,36.0,37.0,54.0,58.0,406897.95,5804023.16,mailto:grundwasserstand-info@bwb.de,406897.95,5804023.16
BL201C0211FIL001,5977,5977,Berliner Wasserbetriebe,-,36.0,36.9,99.0,103.0,406898.91,5804021.14,mailto:grundwasserstand-info@bwb.de,406898.91,5804021.14
BL201C0212FIL001,5978,5978,Berliner Wasserbetriebe,-,36.0,36.8,150.5,154.5,406899.87,5804019.12,mailto:grundwasserstand-info@bwb.de,406899.87,5804019.12
BL201C0213FIL001,5975,5975,Berliner Wasserbetriebe,-,36.0,37.1,17.0,21.0,406897.01,5804026.18,mailto:grundwasserstand-info@bwb.de,406897.01,5804026.18
BL201C0214FIL001,8571,8571,Berliner Wasserbetriebe,-,34.4,35.28,7.7,9.7,406584.92,5805651.91,mailto:grundwasserstand-info@bwb.de,406584.92,5805651.91
BL201C0215FIL001,8597,8597,Berliner Wasserbetriebe,-,35.1,36.2,12.0,14.0,408579.03,5805091.11,mailto:grundwasserstand-info@bwb.de,408579.03,5805091.11
BL201C0215FIL002,8598,8598,Berliner Wasserbetriebe,-,35.1,36.14,29.5,31.5,408579.03,5805091.11,mailto:grundwasserstand-info@bwb.de,408579.03,5805091.11
BL201C0216FIL002,8600,8600,Berliner Wasserbetriebe,-,35.3,35.96,20.0,32.0,408501.71,5805073.58,mailto:grundwasserstand-info@bwb.de,408501.71,5805073.58
BL201C0217FIL001,8601,8601,Berliner Wasserbetriebe,-,33.1,33.65,8.7,10.7,408480.77,5805076.97,mailto:grundwasserstand-info@bwb.de,408480.77,5805076.97
BL201C0221FIL001,8698,FRI2221,Berliner Wasserbetriebe,-,35.8,36.69,12.0,14.0,406521.17,5804769.23,mailto:grundwasserstand-info@bwb.de,406521.17,5804769.23
BL201C0222FIL001,8602,8602,Berliner Wasserbetriebe,-,33.8,34.54,9.05,11.05,408487.75,5805075.84,mailto:grundwasserstand-info@bwb.de,408487.75,5805075.84
BL201C0223FIL001,8603,8603,Berliner Wasserbetriebe,-,34.7,35.71,10.6,12.6,408854.69,5805074.87,mailto:grundwasserstand-info@bwb.de,408854.69,5805074.87
BL201C0224FIL001,8604,8604,Berliner Wasserbetriebe,-,35.2,35.89,9.6,11.6,408526.64,5805070.1,mailto:grundwasserstand-info@bwb.de,408526.64,5805070.1
